,Cluster,Organization,Conditionality,Restriction,Delivery mechanism,"Status (Completed, Ongoing, planned)",April Individuals,Region,District
943,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,384,Gedo,Luuq
944,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,450,Gedo,Luuq
945,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,114,Lower Shabelle,Barawe
946,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,108,Lower Shabelle,Barawe
947,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,186,Lower Shabelle,Barawe
948,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,120,Lower Shabelle,Barawe
949,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,120,Lower Shabelle,Barawe
950,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,126,Lower Shabelle,Barawe
951,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,186,Lower Shabelle,Barawe
952,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,360,Lower Shabelle,Barawe
953,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,120,Lower Shabelle,Barawe
954,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,480,Gedo,Luuq
955,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,306,Gedo,Luuq
956,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,618,Gedo,Luuq
957,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,288,Gedo,Luuq
958,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,408,Gedo,Luuq
959,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,558,Gedo,Luuq
960,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1758,Bakool,Tayeeglow
961,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1362,Bakool,Tayeeglow
962,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1434,Bakool,Tayeeglow
963,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1518,Bakool,Tayeeglow
964,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,84,Gedo,Luuq
965,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,66,Gedo,Luuq
966,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,72,Gedo,Luuq
967,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,90,Gedo,Luuq
968,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,96,Gedo,Luuq
969,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,60,Gedo,Luuq
970,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,120,Gedo,Luuq
971,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,60,Gedo,Luuq
972,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,78,Gedo,Luuq
973,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,114,Gedo,Luuq
974,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1266,Bakool,Tayeeglow
975,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1182,Bakool,Tayeeglow
976,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1242,Galgaduud,Cabudwaaq
977,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1266,Galgaduud,Cabudwaaq
978,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1230,Galgaduud,Cabudwaaq
979,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1254,Galgaduud,Cabudwaaq
980,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1248,Galgaduud,Cabudwaaq
981,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,6000,Sool,Caynabo
982,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1200,Sool,Caynabo
983,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,,Sanaag,Ceerigaabo
984,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,324,Bakool,Tayeeglow
985,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,300,Bakool,Tayeeglow
986,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,300,Bakool,Tayeeglow
987,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,300,Bakool,Tayeeglow
988,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,240,Bakool,Tayeeglow
989,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,240,Bakool,Tayeeglow
990,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,,Sanaag,Ceerigaabo
991,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,5370,Bari,Iskushuban
992,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,1074,Bari,Iskushuban
993,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,3600,Sool,Laascanood
994,Food security,FAO,Cash for Work,Unrestricted,Cash in hand,ongoing,720,Sool,Laascanood
995,Food security,APD,Cash for Work,Unrestricted,e-voucher,ongoing,6000,Sanaag,Ceerigaabo
996,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,192,Galgaduud,Cabudwaaq
997,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,198,Galgaduud,Cabudwaaq
998,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,528,Galgaduud,Cabudwaaq
999,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,138,Galgaduud,Cabudwaaq
1000,Food security,FAO,Unconditional,Unrestricted,Cash in hand,ongoing,192,Galgaduud,Cabudwaaq
1001,Food security,VSF Germany ,Cash for Work,Unrestricted,Mobile money transfer,ongoing,900,Gedo,Luuq
1002,Food security,ACTED,Cash for Work,Unrestricted,Mobile money transfer,ongoing,3216,Bay,Baidoa
1003,Food security,ACTED,Cash for Work,Unrestricted,Mobile money transfer,ongoing,10584,Bay,Buur Hakaba
1004,Food security,ACTED,Cash for Work,Unrestricted,Mobile money transfer,ongoing,0,Gedo,Baardheere
1005,Food security,ACTED,Cash for Work,Unrestricted,Mobile money transfer,ongoing,3210,Gedo,Ceel Waaq
1006,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Bay,Diinsoor
1007,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Lower Juba,Badhaadhe
1008,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Lower Juba,Jamaame
1009,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Mudug,Gaalkacyo
1010,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Hiraan,Belet Weyne
1011,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Hiraan,Bulo Burto
1012,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Hiraan,Jalalaqsi
1013,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Middle Shabelle,Jowhar
1014,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Lower Shabelle,Afgoye
1015,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Bay,Baidoa
1016,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Bay,Buur Hakaba
1017,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Bakool,Waajid
1018,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Bakool,Xudur
1019,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Gedo,Baardheere
1020,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Middle Juba,Jilib
1021,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Middle Juba,Bu'aale
1022,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Lower Juba,Afmadow
1023,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Middle Juba,Saakow
1024,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Nugaal,Burtinle
1025,Food security,FAO,Unconditional,Unrestricted,Cash in hand,planned,,Mudug,Jariban
1026,Food security,ACTED,Cash for Work,Unrestricted,Mobile money transfer,ongoing,1500,Lower Juba,Kismayo
1027,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3120,Lower Juba,Kismayo
1028,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3990,Lower Juba,Kismayo
1029,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3330,Lower Juba,Kismayo
1030,Food security,NRC,Unspecified,Restricted,Mobile money transfer,ongoing,342,Lower Juba,Kismayo
1031,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Lower Juba,Kismayo
1032,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,192,Lower Juba,Afmadow
1033,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Lower Juba,Afmadow
1034,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1008,Lower Juba,Afmadow
1035,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,3990,Lower Juba,Afmadow
1036,Food security,NRC,Unspecified,Unrestricted,Mobile money transfer,ongoing,360,Lower Juba,Afmadow
1037,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2400,Bay,Baidoa
1038,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,720,Banadir,Mogadishu/Dharkenley
1039,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Bay,Baidoa
1040,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1620,Galgaduud,Dhuusamarreeb
1041,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,6000,Bakool,Xudur
1042,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1854,Lower Juba,Afmadow
1043,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,756,Nugaal,Garowe
1044,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1440,Bari,Qardho
1045,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Nugaal,Garowe
1046,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2622,Bari,Qardho
1047,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1716,Bari,Qardho
1048,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1800,Mudug,Gaalkacyo
1049,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2664,Sanaag,Ceerigaabo
1050,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7338,Sool,Laascanood
1051,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7200,Sanaag,Ceerigaabo
1052,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,1644,Sanaag,Ceerigaabo
1053,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2490,Sanaag,Ceerigaabo
1054,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,2022,Sanaag,Ceel Afweyn
1055,Food security,NRC,Unconditional,Unrestricted,Mobile money transfer,ongoing,7800,Sanaag,Ceel Afweyn
1056,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Awdal,Zeylac
1057,Food security,SCI,Cash for Work,Unrestricted,Mobile money transfer,ongoing,1080,Awdal,Zeylac
1058,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,426,Sool,Laascanood
1059,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,318,Sool,Laascanood
1060,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,318,Sool,Caynabo
1061,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Sool,Caynabo
1062,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,372,Sool,Caynabo
1063,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Sool,Caynabo
1064,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,378,Sool,Caynabo
1065,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,312,Sool,Caynabo
1066,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Togdheer,Burco
1067,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Togdheer,Burco
1068,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Togdheer,Burco
1069,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Togdheer,Burco
1070,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Togdheer,Burco
1071,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Togdheer,Burco
1072,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1073,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1074,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1075,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1076,Food security,SCI,Cash for Work,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1077,Food security,SCI,Cash for Work,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1078,Food security,SCI,Cash for Work,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1079,Food security,SCI,Cash for Work,Unrestricted,Mobile money transfer,ongoing,180,Woqooyi Galbeed,Hargeysa
1080,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Sanaag,Laasqoray
1081,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,444,Sanaag,Laasqoray
1082,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Sanaag,Laasqoray
1083,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,552,Sanaag,Laasqoray
1084,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,510,Sanaag,Laasqoray
1085,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,384,Sanaag,Laasqoray
1086,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,486,Sanaag,Laasqoray
1087,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,480,Sanaag,Laasqoray
1088,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1332,Bay,Baidoa
1089,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,2046,Bay,
1090,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,3462,Bay,
1091,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1704,Bay,
1092,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,108,Bay,
1093,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,2412,Bay,
1094,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,3186,Bay,
1095,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,750,Bay,
1096,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,522,Banadir,
1097,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,840,Banadir,
1098,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,618,Banadir,
1099,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Banadir,
1100,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,completed,180,Banadir,
1101,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1102,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,540,Banadir,
1103,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,540,Banadir,
1104,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1105,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,120,Banadir,
1106,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1107,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,240,Banadir,
1108,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,90,Banadir,
1109,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Banadir,
1110,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1111,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,480,Banadir,
1112,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1113,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,510,Banadir,
1114,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1115,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,600,Banadir,
1116,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1117,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Banadir,
1118,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,240,Banadir,
1119,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1120,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,684,Banadir,
1121,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1122,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Banadir,
1123,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1124,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,240,Banadir,
1125,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Banadir,
1126,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,270,Banadir,
1127,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,360,Banadir,
1128,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,240,Banadir,
1129,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,240,Banadir,
1130,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,240,Banadir,
1131,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Banadir,
1132,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,180,Banadir,
1133,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,300,Banadir,
1134,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1068,Banadir,
1135,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,420,Bari,Qardho
1136,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,870,Bari,Qardho
1137,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1020,Bari,Qardho
1138,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1086,Bari,Qardho
1139,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,948,Bari,Qardho
1140,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1356,Bari,Qardho
1141,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1020,Bari,Qardho
1142,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1356,Bari,Qardho
1143,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1356,Bari,Qardho
1144,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,816,Bari,Qardho
1145,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,948,Bari,Qardho
1146,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1356,Bari,Qardho
1147,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1152,Bari,Iskushuban
1148,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1020,Bari,Iskushuban
1149,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,816,Bari,Iskushuban
1150,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1560,Bari,Iskushuban
1151,Food security,SCI,Unconditional,Unrestricted,Mobile money transfer,ongoing,1152,Bari,Bandabeyla
